token_1,ws,token_2,count
DecimalInteger,0_None,Comment,80
Comment,0_None,;,53
),0_None,>=,14
>=,0_None,DecimalInteger,23
DecimalInteger,1_NL_1_ID_TB,&&,14
;,1_NL_22_DD_TB,},2
?,1_NL_4_ID_TB,Null,3
;,2_NL_4_DD_TB,Identifier,31
this,1_SP,+,60
;,2_NL_1_DD_TB,return,479
",",1_NL_1_ID_TB,Identifier,168
{,2_NL_1_ID_TB,super,11
),1_NL_1_DD_TB,.,18
;,1_NL_2_DD_TB,return,146
),0_None,==,68
==,0_None,Identifier,25
Identifier,1_NL_2_DD_TB,),48
},1_NL_2_DD_SP,Comment,2
Comment,1_NL_2_ID_TB,Identifier,82
Identifier,0_None,?,8
?,0_None,String,2
:,0_None,String,2
;,1_NL_2_ID_TB,Identifier,6
>,0_None,DecimalInteger,12
),0_None,<=,2
<=,0_None,Identifier,34
Comment,2_NL,for,92
;,2_NL_2_DD_TB,try,4
switch,0_None,(,36
{,1_NL_1_ID_TB,case,251
:,1_NL_1_ID_TB,break,111
;,1_NL_1_DD_TB,case,495
:,1_NL_1_ID_TB,if,33
:,1_NL_1_ID_TB,Identifier,507
;,1_NL_1_DD_TB,default,105
;,2_NL_2_DD_TB,},30
(,1_NL_1_ID_TB,this,6
DecimalInteger,1_NL_1_DD_TB,),6
{,2_NL_1_ID_TB,final,106
(,1_NL_2_ID_TB,new,38
;,2_NL_6_DD_TB,Identifier,8
;,4_NL,Identifier,9
;,2_NL_13_DD_TB,private,3
),1_NL_3_ID_SP,.,43
:,1_NL_1_ID_TB,Comment,57
Comment,1_NL_1_DD_TB,case,101
",",1_NL_1_ID_TB,this,9
{,1_NL,throw,74
),1_NL_4_DD_TB,),20
},0_None,catch,100
-=,1_SP,DecimalInteger,18
),1_NL_3_ID_TB,.,2
),2_SP,Identifier,6
),0_None,*,23
*,0_None,Identifier,17
],0_None,!=,8
!=,0_None,-,10
},5_NL,Annotation,15
Identifier,1_NL_5_ID_TB,.,5
;,1_NL_6_DD_TB,},14
;,4_NL,if,2
{,1_NL_1_ID_TB,break,47
DecimalInteger,0_None,+,4
;,2_NL_1_DD_TB,private,32
transient,1_SP,boolean,21
Comment,2_NL_2_ID_TB,Identifier,2
>,2_SP,Identifier,7
),0_None,/,18
/,0_None,DecimalInteger,30
try,0_None,(,26
{,1_NL_1_ID_TB,public,716
),1_NL_7_ID_TB,.,2
;,1_NL_7_DD_TB,Comment,4
{,2_NL_1_ID_TB,try,357
{,2_NL_1_ID_TB,for,13
Comment,1_NL_2_DD_SP,Comment,15
Comment,2_NL_2_ID_TB,return,11
;,2_NL_2_DD_TB,private,36
],1_SP,Comment,5
;,1_NL_5_DD_TB,},96
),1_NL_4_DD_TB,.,2
},0_None,else,69
{,1_NL_5_DD_TB,continue,7
>,1_NL_2_ID_TB,Identifier,8
=,1_NL,Identifier,15
;,1_NL_1_DD_TB,int,2
",",1_SP,!,43
;,2_NL_2_DD_TB,final,3
?,1_NL,Identifier,9
),1_NL_5_ID_SP,:,5
:,1_NL_5_DD_TB,Identifier,5
",",0_None,new,91
),1_NL_1_ID_TB,continue,332
;,3_NL_14_DD_TB,public,1
Identifier,1_NL,double,7
else,1_NL_1_ID_TB,return,24
;,1_NL_1_DD_TB,Identifier,516
;,2_NL_1_DD_TB,try,19
;,2_NL_5_DD_SP,Comment,2
Comment,2_NL_4_ID_TB,if,1
{,2_NL_1_ID_TB,default,4
},3_NL,default,1
),1_NL_4_ID_TB,.,1
Identifier,1_NL_1_DD_SP,public,2
{,1_NL_2_ID_TB,throw,2
{,1_NL_1_ID_TB,protected,12
{,3_NL_1_ID_TB,public,20
),1_NL_9_ID_SP,.,19
;,1_NL_9_DD_TB,Comment,3
String,1_NL_1_DD_TB,),7
{,1_NL_1_ID_TB,switch,73
:,1_SP,Comment,155
Comment,1_NL_1_ID_TB,Identifier,14
:,1_NL_1_ID_TB,return,132
},4_NL_1_DD_SP,},8
implements,1_NL_2_ID_TB,Identifier,4
Identifier,1_NL_2_DD_SP,{,7
+=,0_None,Identifier,120
;,1_NL_1_DD_TB,this,6
{,1_NL_1_ID_TB,byte,17
;,2_NL_2_DD_TB,while,6
{,2_NL_1_ID_TB,protected,16
;,2_NL_1_DD_TB,synchronized,4
),1_NL_1_ID_TB,?,9
Identifier,1_NL,?,4
),1_NL_1_DD_TB,:,6
Null,1_NL_1_DD_TB,),3
:,1_NL_1_ID_TB,throw,101
{,2_NL_1_ID_TB,{,1
},0_None,finally,13
String,1_NL_1_ID_TB,+,17
;,3_NL_1_DD_TB,Comment,6
;,5_NL,Identifier,1
class,1_NL_1_DD_TB,),3
),1_NL,==,2
Identifier,0_None,|,6
|,0_None,Identifier,6
),1_NL_5_ID_TB,.,4
=,1_SP,~,200
~,0_None,~,3
~,0_None,Identifier,257
:,0_None,this,3
Identifier,2_SP,extends,32
{,2_NL,Comment,40
Comment,2_NL_1_ID_TB,public,3
(,1_NL_2_ID_TB,Null,2
DecimalInteger,1_NL_2_DD_TB,),2
;,3_NL,try,39
",",0_None,Boolean,21
;,2_NL_1_DD_TB,for,9
),1_NL_14_ID_SP,.,7
;,2_NL_14_DD_TB,for,4
String,1_NL_2_ID_TB,",",24
),1_NL,?,3
;,2_NL_2_DD_TB,return,139
;,2_NL_1_DD_TB,Comment,147
},3_NL,try,4
},3_NL,throw,1
),1_NL_36_ID_SP,.,6
;,1_NL_37_DD_TB,},9
Identifier,1_NL_3_ID_SP,Identifier,2
;,2_NL_3_ID_SP,private,12
;,1_NL_3_DD_TB,private,8
this,1_NL_2_DD_TB,),5
),1_NL_3_DD_TB,),3
return,1_NL_2_ID_TB,Identifier,1
",",0_None,this,72
;,2_NL_2_DD_TB,Annotation,4
public,1_NL,static,1
default,1_SP,String,201
default,1_SP,{,59
),1_NL_2_ID_TB,&&,450
&&,1_SP,boolean,1
&=,1_SP,(,20
},6_NL,EOF,1
),2_NL,Identifier,3
>,1_SP,",",1
",",0_None,(,42
;,2_NL_4_DD_TB,for,1
Comment,2_NL_1_DD_TB,},100
Identifier,1_NL_1_ID_TB,&&,4
],1_NL_1_DD_TB,),4
Identifier,1_NL_2_ID_TB,&&,2
],1_NL,),2
;,2_NL_13_DD_TB,public,1
?,1_NL_1_ID_TB,new,1
:,1_NL_1_ID_TB,new,1
Boolean,1_NL_1_DD_TB,),2
{,3_NL_1_ID_TB,try,1
},3_NL,for,7
),1_NL_6_ID_TB,.,2
;,2_NL_6_DD_TB,Comment,5
Comment,1_NL_2_ID_TB,Comment,5
Comment,1_NL_1_ID_TB,},7
",",1_NL_2_ID_TB,DecimalInteger,1
",",1_NL_1_DD_TB,new,1
{,1_NL_2_ID_TB,new,2
},1_NL_2_DD_TB,},16
=,0_None,-,7
+,0_None,this,4
this,0_None,+,1
;,2_NL_2_DD_TB,if,101
(,1_NL_1_ID_TB,Null,1
;,1_NL_1_DD_TB,try,1
Identifier,1_NL_3_ID_TB,.,1
",",1_NL_11_ID_SP,Identifier,28
;,2_NL_11_DD_TB,if,1
String,1_NL_8_ID_TB,+,1
;,1_NL_9_DD_TB,},24
return,1_NL_2_ID_TB,String,1
),1_NL,continue,1
},2_NL_1_ID_TB,Identifier,1
return,1_NL_1_ID_TB,String,1
;,1_NL_1_ID_TB,final,1
DecimalInteger,0_None,?,2
DecimalInteger,1_NL_2_ID_TB,||,1
},2_NL_1_DD_SP,private,1
{,1_NL_2_ID_TB,if,10
(,1_NL_4_ID_SP,Annotation,37
),1_NL_4_DD_SP,{,113
?,1_SP,Boolean,41
Boolean,1_SP,:,39
),1_SP,boolean,62
),1_NL_4_DD_SP,Identifier,14
),1_NL_85_ID_SP,Identifier,2
",",1_NL_4_DD_SP,Annotation,2
;,2_NL_85_DD_SP,Identifier,2
Identifier,1_SP,private,198
),1_NL_4_DD_SP,},22
(,1_NL,Identifier,54
+,1_NL,Identifier,476
{,1_NL_49_DD_SP,if,2
;,0_None,;,279
",",1_NL_45_ID_SP,boolean,1
{,1_NL_41_DD_SP,Identifier,36
{,1_NL_43_DD_SP,try,1
{,1_NL_35_DD_SP,try,1
{,1_NL_33_DD_SP,try,1
{,2_NL,if,15
->,1_SP,this,53
*,1_SP,new,1
;,5_NL,public,3
),1_NL_2_ID_TB,throws,53
{,2_NL_1_DD_TB,Comment,15
Comment,1_NL_12_DD_SP,},13
{,3_NL_1_ID_TB,Comment,19
{,1_NL_42_DD_SP,return,4
?,1_NL_2_ID_SP,new,1
},1_SP,:,11
public,2_SP,Identifier,5
->,1_NL_2_ID_SP,Identifier,9
&&,1_NL_2_ID_SP,Identifier,15
->,1_NL_2_ID_SP,Comment,1
),1_NL_2_DD_SP,.,33
;,3_NL_8_DD_SP,Comment,2
+,1_NL_8_ID_SP,Identifier,463
{,1_NL_8_ID_SP,String,9
{,1_NL_8_ID_SP,Annotation,154
),1_NL_8_DD_SP,},62
),22_SP,Comment,1
),29_SP,Comment,1
),43_SP,Comment,1
:,1_NL_8_ID_SP,Identifier,59
},2_NL_3_DD_TB,Annotation,44
(,1_NL_2_ID_TB,this,1
=,1_NL_2_ID_TB,new,14
},2_NL_3_ID_SP,Comment,15
},2_NL_3_DD_TB,Comment,19
Comment,1_NL_3_ID_SP,Annotation,17
{,1_NL_2_ID_TB,Identifier,7
{,1_NL_2_ID_TB,return,5
Comment,1_NL_3_DD_TB,Annotation,5
;,1_NL_5_DD_SP,Identifier,3
Comment,1_NL_7_DD_SP,},5
{,2_NL_1_DD_TB,public,2
Null,1_NL_2_ID_TB,&&,134
{,1_NL_32_DD_TB,if,1
{,2_NL_5_ID_SP,Identifier,3
),1_NL_8_DD_SP,Identifier,20
;,4_TB,Comment,1
;,2_TB,Comment,1
;,2_NL_2_DD_TB,int,1
),1_SP,continue,1030
->,1_SP,-,5
Comment,1_NL_8_ID_SP,if,49
Comment,1_NL_3_ID_SP,public,16
{,0_None,this,9
;,1_NL_2_ID_SP,},15
{,1_NL_7_ID_SP,Identifier,41
{,1_NL_2_DD_TB,Comment,2
Comment,1_NL_3_ID_SP,return,12
},1_NL_7_DD_TB,},11
transient,1_SP,volatile,2
{,1_NL_1_DD_TB,this,16
?,1_SP,this,56
),1_SP,throw,2933
Comment,2_NL_3_ID_SP,Comment,1
{,1_NL_4_ID_SP,continue,286
),1_NL_8_ID_SP,/,5
;,2_NL_8_DD_SP,double,19
),1_NL_8_ID_SP,*,3
;,1_NL_8_DD_SP,double,14
final,1_SP,static,625
Comment,1_NL,do,47
else,1_SP,Identifier,695
String,1_NL_2_ID_TB,+,87
},1_NL_1_DD_TB,Comment,90
},1_NL_1_ID_SP,Comment,24
Comment,1_NL_2_DD_TB,},24
else,1_SP,return,99
else,1_SP,this,22
;,2_NL_1_ID_TB,Comment,15
+,1_NL_1_ID_TB,String,149
||,1_NL_5_ID_SP,Identifier,26
;,2_NL_1_DD_TB,protected,10
;,2_NL_7_ID_SP,protected,10
;,2_NL_7_DD_TB,Comment,10
;,1_NL_2_DD_TB,if,166
+,2_SP,String,19
;,1_NL,char,114
",",1_NL_2_ID_TB,String,58
||,1_NL_4_ID_TB,(,40
{,1_NL_3_DD_TB,Identifier,53
||,1_NL_2_ID_TB,(,59
",",1_NL_2_DD_TB,Identifier,159
+,1_NL_6_DD_TB,String,10
+,1_NL_4_ID_TB,String,121
},2_SP,else,26
+,1_NL_3_ID_TB,String,58
;,2_NL_3_DD_TB,Comment,271
String,1_NL_4_ID_TB,+,42
;,2_NL_18_DD_TB,Comment,24
",",1_NL_3_ID_TB,Identifier,71
{,1_NL_2_DD_TB,this,9
Comment,3_NL,Annotation,3
(,1_NL_4_ID_TB,Identifier,5
",",1_NL_2_DD_TB,new,45
Comment,2_NL,boolean,16
},2_SP,catch,47
;,3_NL_1_DD_TB,private,31
),1_NL_1_ID_TB,&&,11
),1_SP,if,422
),1_NL_1_ID_TB,if,34
;,1_NL_1_DD_TB,Comment,166
Comment,1_NL_1_DD_TB,else,72
;,2_NL_1_DD_TB,boolean,748
Comment,1_NL_1_ID_TB,Comment,43
||,1_NL_2_ID_TB,Identifier,86
&&,1_NL_2_ID_TB,!,371
=,1_NL_2_ID_TB,Identifier,34
;,1_NL_1_DD_TB,boolean,34
",",2_SP,new,33
;,1_NL,do,511
{,1_NL_1_DD_TB,for,83
{,1_NL_1_DD_TB,Comment,87
else,1_SP,Comment,80
Comment,1_NL_1_ID_TB,if,38
{,2_NL_1_DD_TB,Identifier,70
{,2_NL_47_DD_TB,if,34
Comment,1_NL_1_DD_SP,},66
;,1_NL_2_DD_TB,for,39
;,3_NL_2_DD_TB,Identifier,2
:,1_NL_1_ID_TB,switch,2
;,1_NL_2_DD_TB,try,10
?,2_SP,String,1
&&,1_NL_3_ID_SP,(,1
{,1_NL_2_DD_TB,Identifier,16
Identifier,2_SP,+,185
+,2_SP,Identifier,211
{,1_NL_1_DD_TB,throw,740
&&,1_NL,!,214
;,1_NL_2_DD_TB,int,29
synchronized,0_None,(,56
",",1_NL_2_ID_TB,(,61
{,2_NL_1_ID_TB,synchronized,9
",",1_NL_2_DD_TB,(,33
&&,1_NL_2_ID_TB,(,28
{,2_NL_1_DD_TB,if,24
",",1_NL_2_ID_TB,new,382
||,1_NL_2_ID_TB,!,24
{,1_NL_3_DD_TB,throw,58
||,1_NL,(,33
;,2_NL_2_DD_TB,boolean,26
&&,1_SP,String,70
+,1_NL_2_ID_TB,Identifier,34
+,1_NL,(,84
",",1_NL_10_ID_SP,String,36
;,1_NL_10_DD_TB,public,35
",",1_NL_9_ID_SP,String,37
;,2_NL_9_DD_TB,Comment,36
String,2_SP,+,78
;,3_SP,Comment,67
Comment,1_NL,switch,216
",",1_NL_3_ID_SP,Identifier,20
;,3_NL,void,15
;,1_NL_1_ID_TB,private,19
;,2_NL_2_DD_TB,synchronized,15
;,3_NL_1_DD_TB,},4
},1_NL_1_DD_TB,Annotation,3
",",1_NL_8_ID_TB,Identifier,3
{,2_NL_7_DD_TB,Identifier,3
{,2_NL_11_DD_TB,Identifier,6
;,2_NL_2_DD_TB,for,35
+,1_NL_6_ID_SP,String,33
;,1_NL_8_DD_TB,for,31
{,1_NL_2_DD_TB,throw,62
{,1_NL_1_DD_TB,private,2
{,1_NL_1_ID_TB,static,18
{,1_NL_11_DD_TB,super,2
},1_NL_4_DD_TB,},23
),1_NL_2_DD_TB,return,8
(,1_NL_3_ID_TB,Identifier,12
;,1_NL_3_DD_TB,else,12
;,1_NL_2_DD_TB,else,10
;,1_NL_1_ID_TB,},304
},2_NL_2_DD_TB,Identifier,73
},2_NL_2_DD_TB,return,200
!=,1_SP,(,37
},1_NL_2_DD_TB,return,8
{,2_NL_1_DD_TB,throw,8
),1_NL_2_ID_TB,||,25
},2_NL_2_DD_TB,Comment,24
{,1_NL_7_DD_TB,throw,24
{,1_NL_4_DD_TB,Identifier,10
Null,1_SP,|,12
;,1_NL_4_DD_TB,Identifier,19
",",0_None,Null,31
;,1_NL_1_ID_TB,try,10
},1_NL_1_DD_TB,if,10
final,1_SP,native,136
native,1_SP,int,9
Comment,60_TB,;,6
;,2_NL_60_DD_TB,Comment,6
native,1_SP,Identifier,85
Comment,83_TB,;,7
;,2_NL_83_DD_TB,Comment,7
Comment,77_TB,;,18
;,2_NL_77_DD_TB,Comment,6
Comment,94_TB,;,6
;,2_NL_94_DD_TB,Comment,6
Comment,138_TB,;,6
;,2_NL_138_DD_TB,Comment,6
native,1_SP,void,29
Comment,104_TB,;,6
;,2_NL_104_DD_TB,Comment,6
Comment,91_TB,;,6
;,2_NL_91_DD_TB,Comment,6
Comment,101_TB,;,6
;,2_NL_101_DD_TB,Comment,6
Comment,71_TB,;,16
;,2_NL_71_DD_TB,Comment,16
Comment,81_TB,;,9
;,2_NL_81_DD_TB,Comment,9
Comment,176_TB,;,6
;,2_NL_176_DD_TB,Comment,6
Comment,67_TB,;,7
;,2_NL_67_DD_TB,Comment,7
native,1_SP,boolean,16
Comment,194_TB,;,6
;,2_NL_194_DD_TB,public,6
Comment,87_TB,;,12
;,2_NL_87_DD_TB,Comment,10
Comment,85_TB,;,10
;,2_NL_85_DD_TB,Comment,4
Comment,125_TB,;,6
;,2_NL_125_DD_TB,Comment,6
Comment,1969_TB,;,4
;,3_NL_1968_DD_TB,Comment,4
Comment,2_NL_1_DD_TB,public,6
public,1_SP,native,72
native,1_SP,final,72
;,2_NL_85_DD_TB,public,6
Comment,84_TB,;,12
;,2_NL_84_DD_TB,public,12
Comment,79_TB,;,6
;,2_NL_79_DD_TB,public,6
;,2_NL_77_DD_TB,public,12
Comment,105_TB,;,6
;,2_NL_105_DD_TB,public,6
Comment,82_TB,;,6
;,2_NL_82_DD_TB,public,6
Comment,92_TB,;,6
;,2_NL_92_DD_TB,public,6
Comment,99_TB,;,6
;,2_NL_99_DD_TB,public,6
Comment,319_TB,;,6
;,3_NL_319_DD_TB,public,6
Comment,134_TB,;,6
;,2_NL_134_DD_TB,Comment,6
Comment,86_TB,;,6
;,2_NL_86_DD_TB,Comment,6
Comment,120_TB,;,3
;,2_NL_120_DD_TB,Comment,3
;,1_NL_4_DD_TB,if,6
Identifier,1_SP,;,66
Identifier,1_NL_2_ID_TB,extends,23
{,2_NL_1_DD_TB,private,17
{,2_NL_1_ID_TB,this,7
;,1_NL_6_ID_SP,Comment,3
;,1_NL_6_DD_TB,Identifier,30
{,2_NL_1_ID_TB,boolean,7
=,2_SP,this,13
),2_SP,throws,49
Comment,1_NL_1_DD_TB,default,2
{,1_NL_1_ID_TB,new,3
",",1_NL_6_ID_SP,String,5
},1_NL_1_DD_TB,Identifier,4
&&,1_NL_2_ID_TB,Identifier,21
;,2_NL_7_DD_TB,private,5
public,2_TB,Identifier,14
",",2_NL_1_DD_SP,},10
throws,2_SP,Identifier,11
;,2_NL_7_ID_SP,Comment,5
Comment,1_NL_7_DD_TB,boolean,3
{,3_NL_1_ID_TB,final,3
;,2_NL_1_DD_TB,public,20
||,1_NL_3_ID_SP,Identifier,2
},2_NL_9_DD_TB,Comment,3
Comment,1_NL_9_ID_SP,Identifier,9
;,2_NL_6_ID_SP,Identifier,5
{,2_NL_4_ID_SP,for,43
Comment,1_NL_3_ID_SP,protected,3
Comment,3_NL,if,9
static,1_SP,native,4
Comment,172_TB,;,1
;,2_NL_172_DD_TB,Comment,1
Comment,78_TB,;,2
;,2_NL_78_DD_TB,Comment,2
Comment,76_TB,;,1
;,2_NL_76_DD_TB,Comment,1
Comment,199_TB,;,1
;,2_NL_199_DD_TB,Comment,1
",",1_NL_12_ID_SP,boolean,2
Comment,387_TB,;,1
;,2_NL_400_DD_SP,},1
),4_SP,!=,6
Identifier,4_SP,=,31
",",1_NL_1_DD_TB,Identifier,72
+,1_NL_1_ID_TB,Identifier,34
!=,1_SP,HexInteger,26
),0_None,BinaryInteger,6
",",1_NL_1_ID_TB,new,10
else,0_None,{,47
},1_NL_1_DD_TB,return,7
Comment,1_NL_1_ID_TB,public,7
+,1_NL_36_ID_SP,String,20
{,1_NL_7_DD_TB,this,1
String,1_NL,",",4
=,0_None,(,15
+,1_NL_4_ID_TB,Identifier,2
),5_SP,throws,2
try,2_SP,{,4
Comment,2_NL,try,64
),2_SP,||,18
",",1_NL_1_ID_TB,String,2
||,1_NL_1_ID_TB,!,4
",",1_NL_1_DD_TB,(,4
Null,1_NL_1_ID_TB,&&,24
{,1_NL_47_DD_TB,if,4
{,1_NL_42_DD_TB,if,4
",",3_NL,Comment,5
static,1_SP,enum,7
Identifier,1_NL_1_DD_TB,},12
(,1_NL,String,17
String,1_NL_1_DD_TB,+,1
;,3_NL_87_DD_TB,Comment,2
Comment,1926_TB,;,2
;,3_NL_1925_DD_TB,Comment,2
DecimalInteger,1_SP,!=,29
==,0_None,String,11
",",4_NL,Comment,2
;,2_NL_26_DD_TB,Comment,4
",",1_NL_10_ID_SP,Identifier,5
{,1_NL_9_DD_TB,for,1
{,2_NL_1_ID_TB,char,7
=,1_NL_5_ID_SP,String,7
String,1_NL_3_DD_TB,.,7
",",1_NL_1_ID_TB,Boolean,7
=,1_NL_1_ID_TB,String,2
Comment,1_NL_7_ID_SP,Annotation,1
Comment,1_NL_7_ID_SP,Identifier,15
{,2_NL_2_DD_TB,Identifier,6
;,1_NL_6_ID_SP,return,27
",",11_NL,Comment,1
",",6_NL,Comment,1
),1_NL_2_DD_TB,&&,1
{,3_SP,Comment,625
),0_None,throws,34
Identifier,0_None,*,19
*,0_None,DecimalInteger,40
Identifier,0_None,/,31
|,1_NL_2_ID_TB,Identifier,4
|,1_NL,Identifier,4
static,1_SP,private,11
->,1_NL_2_ID_TB,Identifier,7
;,3_NL_1_DD_TB,protected,2
==,0_None,DecimalInteger,29
throws,1_NL_2_ID_TB,Identifier,2
",",1_NL_30_DD_TB,boolean,2
),1_NL_8_DD_TB,throws,2
),1_NL_36_DD_TB,throws,4
",",1_NL_7_ID_SP,Identifier,15
{,1_NL_8_DD_TB,Identifier,2
{,2_NL_8_ID_SP,private,1
{,2_NL_6_DD_TB,Identifier,1
},2_NL_7_ID_SP,Comment,14
Comment,1_NL_7_DD_TB,private,2
+,1_SP,HexInteger,18
Comment,1_NL_7_DD_TB,Annotation,1
},2_NL_7_ID_SP,public,2
{,1_NL_6_DD_TB,Identifier,4
},2_NL,interface,148
Identifier,2_SP,(,2
",",4_SP,Comment,9
",",2_SP,Comment,37
Comment,2_NL_4_DD_TB,private,1
=,1_NL_2_ID_TB,String,6
;,1_NL_4_DD_TB,try,5
},1_NL_3_DD_SP,Comment,9
;,1_NL_3_DD_SP,Comment,4
Comment,1_NL_3_ID_TB,if,2
),1_NL_1_ID_TB,Comment,3
+,1_NL_15_ID_SP,String,4
),1_NL_17_DD_TB,),2
String,1_SP,",",14
Comment,1_NL_7_DD_TB,Identifier,5
",",1_NL_4_ID_TB,Identifier,1
),2_SP,+,5
String,1_NL_1_ID_TB,),1
;,3_NL,while,1
protected,1_SP,class,11
abstract,1_SP,protected,9
;,2_NL,abstract,303
...,0_None,Identifier,29
Identifier,1_SP,...,51
abstract,1_SP,public,20
{,2_NL_8_ID_SP,public,1
Identifier,1_NL_7_DD_TB,public,1
;,1_NL_1_DD_TB,switch,4
;,2_NL_6_DD_TB,private,1
",",1_NL_2_ID_TB,Null,1
{,3_NL_1_ID_TB,private,3
Identifier,1_NL_8_ID_SP,=,17
},5_NL,EOF,3
{,2_NL_4_ID_SP,synchronized,14
{,1_NL_12_ID_SP,double,1
;,2_NL_2_DD_SP,void,1
},1_NL_7_ID_SP,Comment,14
},4_NL,private,6
",",1_NL_2_ID_SP,new,28
;,2_NL_2_DD_SP,if,19
",",1_NL_2_ID_SP,this,4
",",1_NL,super,2
Identifier,1_NL_2_DD_SP,),71
),1_NL_2_DD_SP,),202
;,1_NL_2_DD_SP,break,10
:,0_None,Comment,5
Identifier,1_NL_2_ID_SP,extends,29
",",1_NL_38_ID_SP,int,3
;,1_NL_2_DD_SP,final,7
;,1_NL_5_ID_SP,Identifier,41
},0_None,.,34
{,2_NL_2_DD_SP,this,8
;,2_NL_4_DD_SP,void,3
),1_NL_8_ID_SP,throws,1618
Comment,2_NL_2_ID_SP,},1
Comment,2_NL,},6
},1_NL_2_DD_SP,public,19
?,1_NL_4_ID_SP,!,729
},4_NL,EOF,5
final,1_SP,private,35
",",1_NL_8_ID_SP,int,527
Comment,1_NL_4_ID_SP,Annotation,7
{,1_NL_4_DD_SP,assert,2
Comment,1_NL_12_ID_SP,Comment,8
{,1_NL_4_ID_SP,char,164
>=,1_SP,HexInteger,240
<,1_SP,HexInteger,177
char,0_None,),278
+,1_NL_8_ID_SP,(,157
(,0_None,HexInteger,358
HexInteger,1_SP,|,219
|,1_SP,(,576
:,1_NL_4_ID_SP,Comment,954
Comment,1_NL_4_DD_SP,case,95
:,1_NL_4_ID_SP,if,966
),1_NL_8_ID_SP,:,80
;,1_NL_12_DD_SP,case,134
;,1_NL,short,122
&,1_SP,~,186
~,0_None,HexInteger,130
|=,1_SP,(,239
),1_SP,|,367
],1_SP,<<,49
|,1_SP,HexInteger,118
{,1_NL_4_DD_SP,char,42
*,1_NL_8_ID_SP,(,31
:,1_NL_4_ID_SP,for,67
Comment,1_NL_3_ID_SP,Comment,16
++,1_SP,>=,2
Identifier,1_NL,int,181
>,1_NL,{,1774
||,1_NL_8_ID_SP,Identifier,248
;,1_NL_8_DD_SP,throw,165
:,1_NL,},33
],1_NL_8_ID_SP,:,2
},1_NL_8_ID_SP,:,10
:,1_NL_4_ID_SP,break,193
Comment,1_NL_8_ID_SP,?,51
},1_NL,:,10
;,1_NL_8_DD_SP,try,105
Comment,1_NL_3_ID_SP,private,4
Comment,1_NL_4_ID_SP,throw,32
*,1_SP,HexInteger,30
<,1_SP,(,102
;,1_NL_8_ID_SP,Identifier,68
||,1_NL_8_ID_SP,!,39
synchronized,1_SP,long,72
",",1_NL_8_ID_SP,boolean,258
),1_NL_8_ID_SP,||,156
Comment,1_NL,DecimalInteger,508
DecimalInteger,1_NL_8_DD_SP,),1265
",",1_NL_4_DD_SP,Comment,118
",",1_NL_8_ID_SP,DecimalInteger,186
",",1_NL_8_DD_SP,new,634
",",1_NL_8_DD_SP,Comment,36
{,1_NL_4_DD_SP,try,497
{,1_NL_4_ID_SP,short,74
return,1_SP,byte,39
:,1_NL_4_ID_SP,throw,922
class,1_SP,==,472
},1_NL,private,43
volatile,1_SP,long,130
{,1_NL_4_DD_SP,int,31
Identifier,1_NL,long,78
{,1_NL_8_ID_SP,new,32
Identifier,1_NL_8_DD_SP,},42
{,1_NL_4_DD_SP,break,84
",",1_NL_8_ID_SP,final,256
;,2_NL,{,116
?,1_NL_8_ID_SP,Null,33
",",1_SP,--,28
--,0_None,Identifier,119
",",1_NL_8_ID_SP,long,214
==,1_NL_8_ID_SP,Identifier,56
),1_NL,final,93
=,1_NL,new,21
},1_NL_8_DD_SP,Comment,66
Comment,2_NL_8_ID_SP,Comment,8
},4_NL_4_DD_SP,},8
;,1_NL_16_DD_SP,Identifier,349
),1_NL,*,19
;,1_NL_8_DD_SP,break,135
{,1_SP,this,15
Comment,1_NL_8_ID_SP,Identifier,145
Comment,1_NL_8_ID_SP,return,18
:,1_NL_4_ID_SP,char,6
},1_SP,if,10
Comment,1_NL_8_ID_SP,:,12
Comment,1_NL_4_ID_SP,int,22
||,1_NL_8_ID_SP,(,24
Identifier,1_NL_8_ID_SP,&&,57
{,1_NL_12_DD_SP,int,2
?,1_NL_8_ID_SP,String,16
",",2_NL_4_ID_SP,;,3
Comment,1_SP,{,18
Comment,2_NL_3_DD_TB,Comment,3
Identifier,1_NL_8_ID_SP,||,35
DecimalInteger,1_NL_8_ID_SP,&&,13
DecimalInteger,2_SP,Comment,6
Comment,1_NL,&&,14
&&,1_SP,DecimalInteger,24
;,1_SP,!,17
",",1_SP,Comment,671
{,1_NL_4_DD_SP,synchronized,47
Comment,1_NL_4_ID_SP,this,8
",",1_NL_8_ID_SP,short,1
Identifier,1_NL_8_ID_SP,^,1
String,1_NL,:,43
;,1_NL_16_DD_SP,break,27
;,1_SP,(,178
(,1_NL_8_ID_SP,Null,17
Comment,1_NL_8_ID_SP,.,27
>,1_SP,HexInteger,27
HexInteger,1_SP,),149
return,1_SP,++,25
Comment,1_NL_4_ID_SP,void,5
{,1_SP,Null,11
Null,1_SP,},11
Comment,1_NL,String,89
",",2_SP,String,23
Comment,1_NL_8_ID_SP,boolean,4
Identifier,1_NL_8_ID_SP,:,35
{,1_NL_4_DD_SP,final,30
Null,1_SP,Comment,14
Comment,0_None,",",90
Boolean,0_None,Comment,30
Boolean,1_SP,Comment,16
{,3_NL_4_DD_SP,Identifier,5
{,0_None,Null,9
Null,0_None,},9
?,1_NL_24_ID_SP,Identifier,3
;,1_NL_24_DD_SP,int,1
